text,label
spring coming early yay,ham
laptop noe infra slow lar wan fast one,ham
hope alright babe worry might felt bit desparate learned job fake waiting come back love,ham
hi ibh customer loyalty offer new nokia mobile txtauction txt word start get,spam
k k training process,ham
little darling far week need coffee run tomo believe time week already,ham
wake since checked stuff saw true available space pls call embassy send mail,ham
wishing wonderful week,ham
actually fuck whatever find excuse tampa point january though,ham
yupz oredi booked slot weekend liao,ham
ree entry weekly comp chance win ipod txt pod get entry std txt rate c apply detail,spam
working technical support voice process,ham
gokila talking aha,ham
get official england poly ringtone colour flag yer mobile tonight game text tone flag optout txt eng stop box w wx,spam
come,ham
money issue weigh thanks breathe easier make sure dont regret thanks,ham
mmm fuck merry christmas,ham
many dependent,ham
talk sexy make new friend fall love world discreet text dating service text vip see could meet,spam
sweet may may go u meet carlos gauge patty interest,ham
urgent call landline complementary tenerife holiday cash await collection sae c po box wa px ppm sender hol offer,spam
one teach ship car,ham
tkts euro cup final cash collect call b pobox ppm,spam
married local woman looking discreet action real match instantly phone text match msg cost p stop txt stop bcmsfwc n xx,spam
great send account number,ham
lovely night wake see message hope smile knowing great morning,ham
aiyo lesson early still sleepin haha okie u go home liao den confirm w lor,ham
supposed wake gt,ham
today iz yellow rose day u love frndship give misscall amp send ur frndz amp see many miss call u get u get missed u marry ur lover,ham
wen u miss someone,ham
hello good week fancy drink something later,ham
party place usf charge contribute way greatly appreciated yeah got room one,ham
nope b going sch fri quite early lor co mys si got paper da morn,ham
ceri u rebel sweet dreamz little buddy c ya moro need bloke,ham
yup,ham
drug able eat,ham
painful word thought happy toughest thing earth,ham
lol well quality aint bad aint complaining,ham
ok lor,ham
ok lor sony ericsson salesman ask shuhui say quite gd use considering,ham
done c,ham
well ball time make call,ham
every king cry baby every great building map imprtant u r today u wil reach tomorw gud ni,ham
sorry call later,ham
congratulation ore mo owo wa enjoy wish many happy moment fro wherever go,ham
know friend already told,ham
urgent please call landline cash holiday await collection c sae po box xy,spam
always brainy one,ham
usual iam fine happy amp well,ham
dai lt gt naal eruku,ham
kit strip billed p netcollex ltd po box ig oja,spam
someone u know asked dating service contact cant guess call revealed pobox l hb p,spam
escape theatre going watch kavalan minute,ham
hi think match,ham
eh u remember spell name yes v naughty make v wet,ham
k k also fine complete course,ham
yo carlos friend already asking working weekend,ham
customer service announcement recently tried make delivery unable please call schedule ref,spam
staff placement training amrita college,ham
want send something sell fast lt gt k easy money,ham
send yetty number pls,ham
nothing jus tot u would ask co u ba gua went mt faber yest yest jus went already mah today going jus call lor,ham
good need drug,ham
home please call,ham
angry happen dear,ham
wat time r going xin hostel,ham
k best congrats,ham
stopped get ice cream go back,ham
u go phone gonna die stay,ham
practising curtsey,ham
sent lanre fakeye eckankar detail mail box,ham
please protect e threat sib never asks sensitive information like password atm sm pin thru email never share password anybody,ham
good morning love go sleep wish great day full feeling better opportunity last thought babe love kiss,ham
u r subscribed textcomp wkly comp st wk free question follows subsequent wks charged p msg unsubscribe txt stop custcare,spam
miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality win,ham
please charge mobile get morning,ham
pls pls drink plenty plenty water,ham
thinkin someone good drug,ham
send ur friend receive something ur voice speaking expression childish naughty sentiment rowdy ful attitude romantic shy attractive funny lt gt irritating lt gt lovable reply,ham
kaiez enjoy ur tuition gee thk e second option sound beta go yan jiu den msg u,ham
jay say put lt gt,ham
ow u dey paid thousad told u would call,ham
come u got nothing,ham
crazy ar married like gd looking guy frens like say korean leona fave dun thk aft thinking mayb prob go,ham
takin linear algebra today,ham
good registered vote,ham
wait bus stop aft ur lect lar dun c go get car come back n pick,ham
yeah gang ready,ham
boo babe u enjoyin yourjob u seemed b gettin well hunny hope ure ok take care llspeak u soonlots loveme xxxx,ham
would great guild could meet bristol road somewhere get touch weekend plan take flight good week,ham
lol boo hoping laugh,ham
bored housewife chat n date bt national rate p min landline,spam
one day training,ham
hey dont go watch x men lunch haha,ham
free day sexy st george day pic jordan txt pic dont miss every wk saucy celeb pic c pocketbabe co uk wk,spam
pete phone still jenny college leanne,ham
come guoyang go n tell u told,ham
want anytime network min text new video phone five pound per week call reply delivery tomorrow,spam
another month need chocolate weed alcohol,ham
tried call reply sm video mobile min unlimited text free camcorder reply call del thurs,spam
free st week entry textpod chance win gb ipod cash every wk txt pod t c www textpod net custcare,spam
nite,ham
also andros ice etc etc,ham
next lt gt hour imma flip shit,ham
kallis dismissial nd test,ham
night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay,ham
simpson movie released july name band died start film green day b blue day c red day send b c,spam
reach ur home lt gt minute,ham
entered cabin pa said happy b day bos felt special askd lunch lunch invited apartment went,ham
hurting n meaningful line ever compromised everything love,ham
thought could go dinner treat seem ok,ham
dont send plus mode,ham
saying explicitly told nora know someone probably gonna bother,ham
u buy newspaper already,ham
contract mobile mnths latest motorola nokia etc free double min text orange tariff text yes callback remove record,spam
shall get pouch,ham
private account statement xxxxxx show un redeemed point call identifier code expires,spam
ard lor ok message lor,ham
sister got placed birla soft da,ham
cool text,ham
gonna death gonna leave note say robs fault avenge,ham
aight see bit,ham
hi hope u get txt journey hasnt gd min late think,ham
teach apps da come college,ham
hey booked pilate yoga lesson already haha,ham
edison rightly said fool ask question wise man answer know u speechless viva gm,ham
awesome think get th usf time tonight,ham
luton ring ur around h,ham
know u mean king havin credit goin bed night night sweet sleep,ham
sound good keep posted,ham
liked new house,ham
ok theory test going book think may coz thought wanna go jiayin isnt free,ham
home lei,ham
mummy boy good bad positive negative mummy made wait hmmmm,ham
hows champ leaving glasgow,ham
meet lobby,ham
sorry call later,ham
sorry de went shop,ham
u win music gift voucher every week starting txt word draw tscs www idew com skillgame winaweek age ppermesssubscription,spam
u hiding stranger,ham
whatever want know rule talk earlier week start happening showing responsibility yet every week bend rule way way whatever tired thia argument every week lt gt movie doesnt inlude preview still getting,ham
u horrible gal u knew dat going wif yest n u still come n ask,ham
hear,ham
sound good finger make difficult type,ham
pleased inform application airtel broadband processed successfully installation happen within day,ham
please call customer service representative pm guaranteed cash prize,spam
dont know come ask question like dont mistake,ham
goodmorning today late lt decimal gt min,ham
good good job like entrepreneur,ham
spend day waiting ideal path appear front u forget path made walking waiting goodnight,ham
congratulation thanks good friend u xmas prize claim easy call p per minute bt national rate,spam
well uv cause mutation sunscreen like essential thesedays,ham
girl many local u r virgin r ready fil ur every sexual need u fil text cute p,spam
awesome lemme know whenever around,ham
